nom,age,date,paye,montant,loisir,competences,timestampField,decimalField
David,85,27-02-2002,yes,7148,"['Jeux', 'Football']",Cooking,08-02-2022_01:25:07,258.62
Emilia,100,30-12-2012,no,6990,"['Jeux', 'Randonnée']",Communication,12-01-2014_01:54:09,408.92
David,88,12-08-2003,yes,680,"['Randonnée', 'Parachutisme']",Cooking,18-03-2020_20:47:58,576.79
Emilia,72,07-03-2019,no,3022,"['Parachutisme', 'Football']",Leadership,05-07-2021_04:51:26,616.44
Emilia,67,11-03-2017,no,752,"['Parachutisme', 'Jeux']",Communication,20-09-2018_07:44:28,155.43
John,72,15-03-2004,yes,2305,"['Parachutisme', 'Football']",Cooking,18-09-2013_02:11:26,400.52
Emilia,94,01-11-2014,yes,2183,"['Parachutisme', 'Football']",Cooking,08-11-2017_22:50:53,865.33
John,19,26-04-2018,yes,2335,"['Parachutisme', 'Randonnée']",Communication,17-03-2019_13:56:21,440.48
Karmen,60,28-03-2012,yes,1833,"['Randonnée', 'Parachutisme']",Communication,04-01-2021_14:18:58,348.48
Karmen,52,23-01-2011,no,9518,"['Parachutisme', 'Randonnée']",Leadership,21-05-2013_21:35:24,900.26
Mehdi,20,07-05-2010,no,9280,"['Randonnée', 'Jeux']",Cooking,06-11-2018_04:13:39,279.78
Emilia,98,21-08-2016,yes,9752,"['Parachutisme', 'Randonnée']",Cooking,10-10-2019_04:47:36,707.41
Mehdi,99,20-12-2005,no,568,"['Jeux', 'Football']",Communication,12-05-2022_15:28:56,580.53
Mehdi,64,29-12-2005,yes,6724,"['Football', 'Jeux']",Leadership,28-07-2015_07:21:06,467.81
Mehdi,70,27-05-2009,yes,2160,"['Football', 'Randonnée']",Leadership,23-11-2021_18:58:25,328.01
Karmen,60,31-10-2017,yes,5150,"['Parachutisme', 'Football']",Leadership,18-10-2019_09:23:35,271.68
Emilia,24,02-06-2003,no,8390,"['Jeux', 'Parachutisme']",Cooking,04-12-2020_14:20:45,973.26
Karmen,71,01-12-2010,yes,7901,"['Parachutisme', 'Football']",Leadership,16-01-2017_18:18:55,77.93
Emilia,71,05-10-2019,yes,1235,"['Randonnée', 'Football']",Leadership,03-06-2019_07:09:27,939.9
David,69,07-10-2007,yes,3373,"['Football', 'Randonnée']",Communication,23-10-2018_22:01:56,755.79
David,65,22-10-2003,yes,1356,"['Jeux', 'Football']",Communication,03-08-2014_12:05:51,759.67
David,35,24-12-2017,yes,5852,"['Jeux', 'Parachutisme']",Communication,01-04-2022_13:56:09,407.47
John,69,18-06-2014,yes,8337,"['Football', 'Randonnée']",Cooking,04-04-2013_04:22:19,213.57
Karmen,75,18-06-2015,yes,9777,"['Jeux', 'Football']",Communication,15-05-2014_08:57:05,803.72
Emilia,82,16-02-2011,yes,8229,"['Randonnée', 'Jeux']",Leadership,21-01-2014_23:38:02,191.77
David,30,26-02-2002,no,9802,"['Jeux', 'Parachutisme']",Communication,29-08-2020_10:34:11,942.67
Karmen,25,22-08-2010,no,2419,"['Football', 'Jeux']",Cooking,29-09-2020_20:33:42,904.75
Emilia,60,22-02-2018,yes,327,"['Jeux', 'Randonnée']",Communication,22-05-2014_00:26:21,130.14
Emilia,40,08-09-2012,no,60,"['Parachutisme', 'Jeux']",Communication,10-04-2019_14:03:14,57.54
Emilia,56,06-08-2002,yes,5408,"['Football', 'Jeux']",Communication,13-03-2016_00:06:27,564.88
John,75,22-10-2018,yes,5825,"['Football', 'Parachutisme']",Communication,25-06-2019_12:43:21,920.97
John,72,13-08-2006,no,5574,"['Parachutisme', 'Jeux']",Leadership,17-06-2022_09:01:34,96.5
Karmen,36,27-12-2015,no,5209,"['Randonnée', 'Parachutisme']",Leadership,25-06-2018_09:34:35,445.45
Karmen,65,06-02-2005,yes,5559,"['Parachutisme', 'Jeux']",Cooking,24-03-2022_02:31:46,209.98
Mehdi,53,20-04-2019,yes,879,"['Jeux', 'Football']",Leadership,21-07-2017_22:06:52,298.82
Emilia,78,23-11-2011,yes,9431,"['Parachutisme', 'Jeux']",Cooking,21-02-2013_21:08:41,377.89
Mehdi,28,10-04-2008,no,2523,"['Parachutisme', 'Jeux']",Cooking,22-03-2020_09:00:23,46.12
Mehdi,57,12-01-2018,yes,134,"['Football', 'Randonnée']",Cooking,20-06-2020_08:47:21,884.29
David,68,08-05-2010,no,5098,"['Football', 'Jeux']",Cooking,07-09-2014_21:21:57,111.9
Mehdi,89,04-04-2012,yes,8319,"['Parachutisme', 'Randonnée']",Communication,17-09-2016_19:01:52,277.33
David,76,19-08-2018,yes,5485,"['Parachutisme', 'Randonnée']",Leadership,16-06-2013_23:47:54,732.53
Karmen,66,23-07-2016,no,9659,"['Parachutisme', 'Jeux']",Cooking,18-12-2016_19:23:30,494.83
Mehdi,47,12-08-2020,no,1183,"['Randonnée', 'Jeux']",Cooking,14-04-2016_23:52:53,123.13
Emilia,50,03-10-2020,no,164,"['Football', 'Jeux']",Communication,02-07-2021_17:19:55,435.35
Karmen,22,29-04-2002,no,4154,"['Randonnée', 'Jeux']",Leadership,31-01-2019_11:08:08,895.84
Karmen,21,31-12-2007,yes,77,"['Jeux', 'Parachutisme']",Communication,17-02-2022_13:47:52,165.94
John,31,05-04-2006,no,1409,"['Parachutisme', 'Football']",Cooking,16-07-2013_18:26:54,45.06
David,67,18-01-2020,yes,5910,"['Jeux', 'Football']",Cooking,09-02-2019_05:31:05,133.13
Mehdi,80,31-08-2007,yes,9472,"['Parachutisme', 'Jeux']",Communication,13-07-2019_08:46:19,679.71
David,32,04-03-2011,no,1479,"['Jeux', 'Randonnée']",Communication,11-11-2014_13:47:16,462.5
Mehdi,91,07-09-2016,no,8027,"['Randonnée', 'Football']",Communication,18-06-2020_22:32:13,990.85
Mehdi,45,26-05-2016,no,1315,"['Parachutisme', 'Jeux']",Communication,19-06-2022_18:44:25,695.01
Karmen,75,08-12-2013,yes,4612,"['Randonnée', 'Football']",Leadership,23-09-2013_00:24:45,569.33
David,59,20-04-2006,yes,7998,"['Jeux', 'Parachutisme']",Communication,17-06-2022_20:44:52,531.78
Emilia,59,12-12-2007,no,7519,"['Jeux', 'Parachutisme']",Leadership,04-12-2020_15:19:35,558.59
Mehdi,36,16-03-2002,no,2864,"['Football', 'Jeux']",Cooking,14-02-2018_02:27:19,835.01
Karmen,55,27-10-2020,no,8892,"['Football', 'Jeux']",Cooking,13-12-2015_23:07:07,861.64
Emilia,62,29-11-2009,no,1993,"['Parachutisme', 'Randonnée']",Cooking,12-08-2020_17:36:38,79.7
Karmen,91,26-12-2010,no,4938,"['Randonnée', 'Parachutisme']",Communication,20-11-2019_00:09:29,589.67
David,47,09-03-2019,no,6769,"['Jeux', 'Football']",Leadership,31-07-2017_13:28:30,963.18
Karmen,40,28-11-2004,no,4067,"['Jeux', 'Football']",Cooking,02-08-2013_14:42:54,516.38
Mehdi,77,13-10-2004,yes,1807,"['Football', 'Jeux']",Cooking,26-05-2020_10:32:28,944.39
Emilia,47,12-07-2011,no,6924,"['Jeux', 'Randonnée']",Leadership,14-09-2021_14:57:24,916.29
David,22,06-02-2015,yes,5816,"['Football', 'Parachutisme']",Cooking,24-10-2019_23:54:29,956.46
Emilia,63,23-05-2007,yes,3156,"['Parachutisme', 'Jeux']",Leadership,29-12-2018_18:09:51,232.43
Emilia,39,02-11-2003,no,3837,"['Randonnée', 'Football']",Leadership,19-03-2018_08:48:45,786.2
Mehdi,91,14-12-2010,no,916,"['Parachutisme', 'Randonnée']",Leadership,27-07-2019_14:15:30,683.26
David,56,15-07-2019,yes,3750,"['Football', 'Jeux']",Leadership,10-11-2018_00:54:28,944.99
David,88,31-07-2019,yes,5446,"['Parachutisme', 'Jeux']",Communication,05-11-2018_20:22:58,657.37
Mehdi,43,09-01-2019,yes,7094,"['Jeux', 'Football']",Cooking,10-01-2015_10:21:57,978.38
David,59,20-03-2006,no,5972,"['Jeux', 'Football']",Leadership,16-04-2018_16:33:56,56.45
Mehdi,50,08-06-2010,no,8769,"['Randonnée', 'Parachutisme']",Leadership,27-11-2016_06:23:53,433.68
David,100,28-08-2007,yes,8519,"['Football', 'Parachutisme']",Communication,13-03-2021_16:24:48,818.07
David,56,26-05-2007,no,6230,"['Jeux', 'Randonnée']",Leadership,01-09-2021_09:40:52,972.82
Karmen,19,18-03-2015,yes,8619,"['Jeux', 'Parachutisme']",Cooking,21-02-2015_22:17:10,319.98
Emilia,95,29-08-2004,no,2603,"['Parachutisme', 'Football']",Cooking,12-01-2021_16:36:00,546.69
Mehdi,73,10-07-2006,no,943,"['Football', 'Randonnée']",Communication,13-04-2015_22:30:02,96.16
Karmen,20,06-06-2007,yes,4586,"['Randonnée', 'Parachutisme']",Communication,04-01-2018_08:51:14,476.9
David,31,19-12-2018,no,50,"['Parachutisme', 'Football']",Communication,08-11-2020_10:27:58,812.88
David,24,23-12-2005,yes,1844,"['Jeux', 'Parachutisme']",Communication,12-08-2018_11:40:51,385.77
Mehdi,60,26-02-2019,yes,3292,"['Randonnée', 'Jeux']",Leadership,01-01-2020_06:38:52,641.26
John,65,05-04-2018,no,1496,"['Parachutisme', 'Football']",Leadership,23-11-2014_06:16:16,537.62
Karmen,44,18-02-2009,yes,5897,"['Jeux', 'Randonnée']",Leadership,04-01-2014_07:29:12,135.65
David,94,29-10-2002,no,3533,"['Jeux', 'Randonnée']",Communication,28-01-2021_03:50:31,306.31
Mehdi,47,10-11-2017,no,2192,"['Jeux', 'Parachutisme']",Leadership,27-04-2016_05:54:33,336.82
David,43,18-10-2004,yes,6925,"['Randonnée', 'Football']",Leadership,12-06-2021_08:15:23,595.82
Karmen,92,11-02-2011,no,9608,"['Randonnée', 'Parachutisme']",Communication,10-10-2021_17:12:22,13.84
David,60,15-06-2019,no,8274,"['Football', 'Randonnée']",Cooking,30-04-2020_06:24:55,270.58
Emilia,73,30-07-2018,no,4854,"['Jeux', 'Parachutisme']",Communication,13-01-2014_01:19:18,236.66
David,35,08-09-2014,yes,6551,"['Randonnée', 'Football']",Leadership,12-01-2017_20:41:37,478.15
Mehdi,45,12-04-2006,yes,10,"['Randonnée', 'Jeux']",Leadership,30-07-2022_08:27:08,125.19
Emilia,84,25-02-2016,no,5352,"['Parachutisme', 'Jeux']",Cooking,25-03-2018_21:54:04,773.02
John,77,05-11-2017,yes,6943,"['Football', 'Jeux']",Cooking,07-02-2018_13:27:26,577.41
Mehdi,45,17-05-2011,yes,2189,"['Randonnée', 'Parachutisme']",Leadership,15-09-2014_17:37:16,126.32
John,91,19-06-2016,no,8237,"['Jeux', 'Randonnée']",Communication,11-01-2022_22:24:48,894.98
John,29,19-02-2003,yes,5393,"['Randonnée', 'Jeux']",Cooking,09-01-2022_16:28:45,863.25
Karmen,99,16-07-2019,no,6772,"['Football', 'Randonnée']",Leadership,05-03-2021_12:02:18,981.46
Karmen,57,30-05-2013,yes,5563,"['Randonnée', 'Jeux']",Cooking,29-06-2019_19:48:29,339.75
David,64,21-07-2006,yes,9667,"['Jeux', 'Randonnée']",Cooking,07-12-2021_12:08:37,713.33
Mehdi,60,23-09-2015,yes,5542,"['Jeux', 'Parachutisme']",Communication,23-04-2017_00:40:23,278.99
Mehdi,81,12-02-2012,yes,1305,"['Randonnée', 'Parachutisme']",Leadership,17-12-2015_17:09:59,735.41
Mehdi,81,27-03-2004,no,6402,"['Randonnée', 'Football']",Cooking,07-08-2015_18:11:37,436.75
David,35,09-05-2011,yes,6533,"['Football', 'Jeux']",Cooking,12-06-2019_05:01:16,775.61
Karmen,29,07-08-2006,no,2379,"['Football', 'Jeux']",Cooking,21-03-2020_03:35:14,319.66
Emilia,87,30-09-2011,yes,4271,"['Randonnée', 'Parachutisme']",Cooking,07-01-2015_20:08:58,154.69
Karmen,32,26-04-2010,yes,2491,"['Parachutisme', 'Jeux']",Communication,25-12-2015_09:17:58,868.35
John,53,26-11-2015,no,8019,"['Parachutisme', 'Randonnée']",Cooking,07-07-2022_13:34:31,257.14
Emilia,34,02-09-2010,yes,9691,"['Parachutisme', 'Jeux']",Cooking,06-02-2019_03:55:38,180.37
John,25,22-09-2002,yes,3710,"['Football', 'Randonnée']",Leadership,29-04-2021_06:05:21,144.42
Karmen,69,05-03-2009,yes,3270,"['Football', 'Parachutisme']",Cooking,16-06-2022_16:00:42,338.62
Mehdi,36,07-01-2012,yes,5883,"['Jeux', 'Football']",Cooking,02-08-2020_02:26:00,461.72
John,70,20-12-2020,yes,4158,"['Jeux', 'Football']",Leadership,19-08-2015_20:17:07,796.24
Mehdi,70,31-12-2003,yes,9634,"['Randonnée', 'Parachutisme']",Communication,16-12-2015_18:46:12,95.14
Emilia,96,11-10-2004,yes,7330,"['Parachutisme', 'Jeux']",Leadership,27-04-2019_10:10:43,665.82
John,27,13-12-2016,yes,3356,"['Randonnée', 'Football']",Cooking,28-04-2013_07:07:58,168.79
Mehdi,35,15-09-2003,no,7472,"['Parachutisme', 'Football']",Leadership,29-10-2014_18:51:19,475.6
Mehdi,23,10-10-2019,no,5040,"['Football', 'Randonnée']",Cooking,15-11-2019_16:46:43,202.54
Emilia,60,13-08-2002,no,7296,"['Football', 'Jeux']",Communication,30-05-2019_21:28:27,490.53
Karmen,75,19-04-2020,no,5258,"['Parachutisme', 'Randonnée']",Cooking,25-01-2020_15:30:08,866.47
Karmen,84,24-07-2017,yes,8210,"['Football', 'Jeux']",Cooking,08-03-2013_22:51:30,555.67
Emilia,76,12-07-2011,no,4682,"['Parachutisme', 'Randonnée']",Leadership,18-06-2022_05:43:03,344.67
David,22,21-02-2012,yes,4373,"['Football', 'Jeux']",Cooking,20-08-2018_00:09:21,335.61
Emilia,44,27-06-2007,no,1035,"['Randonnée', 'Parachutisme']",Communication,05-04-2019_19:55:18,674.63
John,82,04-09-2007,yes,8075,"['Parachutisme', 'Jeux']",Communication,05-04-2020_11:09:37,577.5
Mehdi,65,20-12-2018,no,3062,"['Football', 'Randonnée']",Cooking,31-10-2017_13:53:42,857.77
John,85,25-10-2007,yes,9120,"['Football', 'Parachutisme']",Cooking,28-06-2021_20:26:15,689.34
Mehdi,99,07-10-2018,no,3831,"['Parachutisme', 'Football']",Cooking,29-04-2020_22:03:19,677.36
Emilia,78,10-09-2004,yes,9876,"['Parachutisme', 'Randonnée']",Cooking,21-01-2019_02:07:28,918.4
Emilia,35,08-09-2008,yes,2343,"['Jeux', 'Parachutisme']",Communication,07-11-2014_00:35:22,129.1
Karmen,40,15-04-2012,no,5760,"['Parachutisme', 'Jeux']",Leadership,03-03-2019_22:59:17,73.85
Mehdi,31,15-04-2015,no,7134,"['Parachutisme', 'Randonnée']",Cooking,01-09-2016_02:25:43,715.81
Emilia,20,28-11-2004,no,4461,"['Parachutisme', 'Jeux']",Cooking,06-12-2018_00:17:13,209.95
Karmen,65,13-08-2006,no,7651,"['Jeux', 'Football']",Cooking,04-10-2020_11:41:41,547.78
David,48,09-01-2006,yes,1276,"['Parachutisme', 'Football']",Leadership,03-03-2020_08:40:40,94.17
Karmen,67,30-01-2005,yes,5378,"['Jeux', 'Parachutisme']",Leadership,29-02-2016_22:58:44,410.37
John,83,11-11-2011,yes,4639,"['Jeux', 'Football']",Leadership,07-11-2018_02:11:06,668.99
Emilia,25,03-10-2006,yes,5949,"['Randonnée', 'Football']",Communication,24-01-2018_07:31:49,281.17
John,26,17-05-2019,no,4999,"['Jeux', 'Parachutisme']",Leadership,09-04-2020_16:02:49,184.82
David,37,23-07-2004,yes,3198,"['Parachutisme', 'Football']",Cooking,27-11-2016_18:48:44,278.86
Emilia,18,08-12-2010,yes,3766,"['Parachutisme', 'Randonnée']",Cooking,14-09-2017_07:23:52,915.16
Emilia,26,25-02-2016,yes,6909,"['Jeux', 'Football']",Communication,10-01-2021_16:02:14,186.45
Mehdi,53,27-05-2020,no,9799,"['Football', 'Parachutisme']",Leadership,08-11-2020_09:23:11,156.6
Karmen,88,15-11-2016,no,9961,"['Football', 'Jeux']",Cooking,13-04-2017_23:24:58,532.07
Emilia,27,23-07-2019,no,8382,"['Parachutisme', 'Jeux']",Communication,08-06-2013_16:08:20,56.99
Karmen,35,08-01-2004,yes,511,"['Parachutisme', 'Football']",Cooking,16-03-2019_00:41:53,803.79
Emilia,40,21-01-2020,no,153,"['Parachutisme', 'Jeux']",Communication,15-10-2019_13:22:47,373.85
Karmen,77,19-11-2013,no,6553,"['Parachutisme', 'Randonnée']",Communication,24-02-2013_18:29:20,591.38
Mehdi,68,06-02-2017,no,7410,"['Randonnée', 'Jeux']",Leadership,18-11-2016_18:21:44,691.95
Karmen,44,13-01-2003,yes,7542,"['Football', 'Jeux']",Cooking,06-10-2020_09:21:02,695.25
John,33,23-07-2013,no,4477,"['Jeux', 'Randonnée']",Cooking,23-07-2022_05:21:30,179.31
David,95,28-09-2002,no,2239,"['Football', 'Parachutisme']",Cooking,31-10-2018_20:58:28,737.14
Karmen,70,26-07-2009,no,1860,"['Parachutisme', 'Football']",Leadership,26-03-2015_20:04:41,123.62
Emilia,94,08-02-2019,no,5540,"['Football', 'Parachutisme']",Cooking,14-03-2014_04:46:38,514.82
John,33,22-12-2004,yes,4149,"['Jeux', 'Football']",Cooking,25-09-2021_15:51:39,660.05
Karmen,42,12-03-2018,yes,9416,"['Randonnée', 'Football']",Communication,27-04-2015_11:35:06,313.7
John,28,13-08-2010,no,1233,"['Parachutisme', 'Randonnée']",Communication,17-04-2017_19:39:01,647.42
David,61,09-04-2008,no,2786,"['Randonnée', 'Football']",Communication,18-08-2014_03:42:23,851.88
Emilia,34,22-02-2020,no,1635,"['Football', 'Randonnée']",Communication,23-05-2020_00:32:37,510.68
Karmen,79,27-08-2018,no,1087,"['Randonnée', 'Jeux']",Cooking,16-03-2018_13:37:38,166.63
Mehdi,98,04-12-2018,no,716,"['Jeux', 'Parachutisme']",Cooking,22-03-2014_20:30:53,234.55
Emilia,54,03-11-2009,yes,5124,"['Jeux', 'Football']",Cooking,29-10-2021_07:12:18,316.02
Mehdi,93,24-02-2004,yes,8524,"['Randonnée', 'Jeux']",Leadership,13-10-2021_07:06:33,879.34
Mehdi,21,16-12-2007,yes,1139,"['Parachutisme', 'Jeux']",Leadership,29-12-2018_19:32:48,639.13
Karmen,93,19-06-2010,no,7434,"['Parachutisme', 'Football']",Cooking,10-01-2022_11:11:52,915.22
John,41,29-06-2005,no,1674,"['Randonnée', 'Parachutisme']",Cooking,11-03-2015_00:27:09,11.12
David,88,09-06-2003,no,7394,"['Parachutisme', 'Randonnée']",Leadership,22-03-2014_19:40:47,660.29
Mehdi,95,30-09-2004,no,9274,"['Parachutisme', 'Football']",Cooking,14-04-2019_00:36:02,652.17
John,29,26-09-2004,no,14,"['Randonnée', 'Football']",Communication,08-06-2014_17:33:30,228.11
Emilia,52,28-02-2017,yes,5976,"['Parachutisme', 'Football']",Leadership,28-07-2016_21:39:46,909.74
Emilia,71,19-04-2010,no,4651,"['Parachutisme', 'Jeux']",Communication,01-12-2015_17:18:32,5.01
John,38,16-03-2011,yes,1963,"['Randonnée', 'Jeux']",Cooking,11-02-2018_08:01:11,937.33
Mehdi,30,13-03-2003,yes,2564,"['Jeux', 'Randonnée']",Leadership,17-02-2022_23:26:24,544.56
Emilia,48,31-01-2005,yes,4042,"['Jeux', 'Randonnée']",Cooking,20-08-2017_17:39:59,763.92
John,62,31-08-2011,no,1508,"['Parachutisme', 'Jeux']",Communication,10-06-2019_08:44:22,633.38
Emilia,38,01-11-2014,yes,3453,"['Football', 'Jeux']",Communication,28-05-2021_19:01:56,779.42
John,78,07-11-2020,no,5861,"['Jeux', 'Randonnée']",Communication,24-03-2018_10:06:19,37.58
David,34,24-06-2009,yes,7141,"['Parachutisme', 'Randonnée']",Communication,18-12-2018_13:02:07,103.55
John,74,09-01-2007,no,1458,"['Randonnée', 'Parachutisme']",Cooking,29-12-2016_14:59:21,289.01
Emilia,78,06-09-2017,yes,9275,"['Football', 'Jeux']",Cooking,09-12-2014_12:52:27,904.45
David,91,09-08-2003,no,8961,"['Jeux', 'Randonnée']",Cooking,18-03-2014_01:12:07,378.43
David,92,28-02-2013,yes,4599,"['Football', 'Parachutisme']",Communication,14-08-2016_10:01:45,105.62
John,33,08-05-2002,yes,5105,"['Football', 'Parachutisme']",Communication,20-05-2015_07:09:07,273.4
John,92,06-12-2014,yes,3496,"['Parachutisme', 'Jeux']",Communication,31-08-2014_13:41:24,604.32
Emilia,46,03-04-2002,yes,9584,"['Football', 'Jeux']",Leadership,13-02-2015_11:18:34,173.54
Mehdi,24,17-02-2012,yes,461,"['Football', 'Parachutisme']",Leadership,01-05-2021_22:39:06,356.1
Mehdi,28,26-12-2005,yes,7052,"['Randonnée', 'Football']",Leadership,13-08-2013_01:26:09,636.79
Mehdi,26,27-04-2009,no,3455,"['Randonnée', 'Football']",Leadership,07-11-2016_14:00:53,762.13
Karmen,58,13-07-2019,no,7936,"['Randonnée', 'Football']",Leadership,23-08-2015_02:42:52,769.63
Emilia,22,09-06-2006,yes,8170,"['Parachutisme', 'Football']",Leadership,25-11-2015_11:57:58,800.06
Emilia,96,08-06-2002,yes,7296,"['Randonnée', 'Football']",Leadership,31-05-2022_22:01:08,322.42
Karmen,19,03-04-2002,no,6725,"['Parachutisme', 'Randonnée']",Cooking,06-12-2015_02:59:34,360.03
Mehdi,43,27-06-2012,no,7352,"['Randonnée', 'Football']",Leadership,14-11-2015_22:44:41,377.89
John,59,03-01-2015,no,4157,"['Randonnée', 'Parachutisme']",Cooking,21-04-2017_14:57:29,257.9
David,80,07-10-2018,no,3948,"['Jeux', 'Parachutisme']",Cooking,18-08-2013_01:21:12,166.21
Emilia,48,21-06-2016,no,628,"['Jeux', 'Football']",Cooking,17-03-2014_06:54:32,852.56
Emilia,52,05-11-2006,yes,9100,"['Football', 'Parachutisme']",Communication,15-10-2020_18:08:54,144.07
Karmen,28,27-10-2012,no,6380,"['Randonnée', 'Jeux']",Communication,09-11-2020_10:04:30,241.12
Karmen,99,03-04-2006,no,4072,"['Football', 'Jeux']",Communication,08-06-2016_12:02:40,453.06
John,70,16-07-2019,no,7555,"['Parachutisme', 'Jeux']",Communication,05-12-2017_17:29:17,681.37
Karmen,25,30-05-2014,no,1410,"['Parachutisme', 'Randonnée']",Communication,14-09-2020_01:58:20,731.24
John,32,31-12-2018,yes,5107,"['Football', 'Jeux']",Communication,17-05-2014_10:26:58,833.26
Karmen,92,02-04-2015,yes,8801,"['Football', 'Randonnée']",Cooking,01-03-2013_21:14:35,200.43
John,72,26-07-2020,no,7798,"['Parachutisme', 'Randonnée']",Communication,12-10-2014_11:52:48,409.56
David,75,27-01-2002,no,3291,"['Parachutisme', 'Jeux']",Communication,26-07-2015_00:37:59,934.48
Emilia,29,20-08-2020,no,2954,"['Football', 'Parachutisme']",Leadership,17-08-2020_05:16:07,964.15
David,88,05-08-2002,no,1733,"['Football', 'Jeux']",Cooking,10-10-2015_21:41:20,717.03
Emilia,39,11-10-2011,yes,6613,"['Jeux', 'Football']",Leadership,21-06-2018_14:42:05,534.89
John,29,07-03-2005,no,6159,"['Randonnée', 'Football']",Cooking,03-05-2020_09:24:02,492.55
Mehdi,68,27-07-2004,no,1517,"['Jeux', 'Parachutisme']",Cooking,13-12-2017_05:55:27,832.07
David,53,17-08-2014,yes,6534,"['Randonnée', 'Football']",Communication,26-12-2016_18:04:19,543.38
David,37,18-05-2019,no,6895,"['Parachutisme', 'Randonnée']",Cooking,15-11-2020_21:16:24,879.67
Mehdi,81,25-08-2008,no,6276,"['Parachutisme', 'Randonnée']",Communication,30-09-2013_09:11:26,890.78
Emilia,98,14-01-2020,no,8069,"['Football', 'Jeux']",Communication,10-07-2018_15:43:24,226.73
Emilia,41,23-02-2006,no,4098,"['Jeux', 'Parachutisme']",Communication,29-02-2016_15:52:28,108.26
John,59,10-11-2007,yes,3321,"['Parachutisme', 'Jeux']",Leadership,01-10-2019_01:53:19,985.45
Mehdi,96,02-07-2017,yes,9642,"['Parachutisme', 'Jeux']",Leadership,13-09-2015_14:07:59,296.82
John,94,14-11-2016,no,9311,"['Randonnée', 'Parachutisme']",Leadership,29-08-2017_16:17:46,913.3
David,57,18-12-2006,yes,5023,"['Jeux', 'Randonnée']",Cooking,03-05-2016_20:32:38,789.12
Mehdi,57,01-08-2014,no,2641,"['Jeux', 'Football']",Cooking,19-06-2021_00:38:42,374.45
John,73,07-05-2016,yes,8835,"['Randonnée', 'Jeux']",Communication,12-05-2013_16:47:02,590.41
David,52,02-11-2017,no,3163,"['Football', 'Jeux']",Communication,29-04-2014_23:25:04,387.47
Karmen,88,14-01-2008,no,6379,"['Jeux', 'Randonnée']",Leadership,01-11-2017_00:17:41,34.27
